Title,Abstract,DOI
Stay Home—The Impact of Social Distancing in Families during COVID-19 Lockdown: The Case of Cyprus,"Everyone has experiences that make them feel upset, disappointed, or fatigued. When these types of feelings are combined with certain life events or situations, such as the current COVID-19 pandemic and lockdowns, they often lead to mounting tension and stress. A crisis is a disruption or breakdown in a person’s or a family’s normal or usual pattern of functioning. The aims and objectives of this study are to explore how lockdown and social distancing had an impact on family relations in Cyprus and to what extent affected stress level of participants. By examining the impact of social distancing among adults 18 and older (N = 160), valuable conclusions were extracted. Therefore, the purpose of the study is to strengthen the idea of using alternative approaches in social preventions and/or interventions in crisis in order to deal with stress. The study argues that the disruption of usual patterns of functioning, in addition to other psychosocial and economic factors, diminishes the quality of life, resulting in tension and stress in a family environment. On the other hand, findings from the current study indicate an enhancement of relationships in challenging times, such as the COVID-19 pandemic.",https://doi.org/10.3390/socsci10100354,
Changes in Turkish- and resettler-origin adolescents’ acculturation profiles of identification: A three-year longitudinal study from Germany,"Little is known on how ethnic minority adolescents develop acculturation profiles of identification (e.g., integrated or separated). This 3-year longitudinal study first classified Turkish-origin (n = 344) and resettler-origin (n = 121) ethnic minority adolescents (M age = 14.2, SD = 1.54 , 51.6 % female) living in Germany according to their levels of ethnic and national identification. Latent profile analyses identified four profiles for the former and three profiles for the latter group. Latent transition analyses revealed considerable instability of class attributions. Integration declined among both groups while experiences of ethnic discrimination increased the likelihood to transition from the integrated to the separated profile only among Turkish-origin youth. While common, integration is also fragile.",https://doi.org/10.31234/osf.io/pq9ae,
Trajectory of Post-traumatic Stress and Depression among Children and Adolescents Following Single-incident trauma,"Objective: PTSD-depression has high comorbidity and understanding their relationship is of clinical and theoretical importance. A comprehensive way to understand posttrauma psychopathology is through symptom trajectories. The study aimed to look at the developmental courses of PTSD and depression symptoms in the initial months posttrauma, and their interrelationship in children and adolescents by utilizing advanced group-based trajectory modeling (GBTM). Methods: Two-hundred-and-seventeen children and adolescents aged between eight and 17 exposed to single-event trauma were included in the study. Their PTSD and depression symptoms were measured at two weeks, two months and nine months, with further psychological variables measures at the two-week assessment. Results: The GBTM modeling yielded a three-group model for PTSD and a three-group model for depression. All participants’ PTSD symptoms reduced to non-clinical level by nine months: participants were observed to be resilient (42.4%) or to be able to recover within two months (35.6%), while 21.9% experienced high level PTSD symptoms but recovered in nine months time. The depression trajectories described a chronic non-recovery depression group (20.1%) and two mild symptom groups (45.9%, 34.0%). Further analysis showed high synchronicity between PTSS and depression groups but predictor analysis revealed disparate predictors. Perievent panic (CPP), appraisal (CPTCI), rumination and thought suppression at week two predicted slow recovery from PTSS, while pre-trauma wellbeing (CPAS), post-trauma anxiety (SCAS) and appraisal (CPTCI) predicted chronic depression. Conclusions: Posttrauma depression was more persisting than PTSD symptoms at nine months in the sampled population. Cognitive appraisal may be central to explaining PTSD-depression comorbidity.",https://doi.org/10.31234/osf.io/52exk,
Political Participation And Protest Regulations In The Republic Of Bulgaria In 2013,"Abstract Holding a meeting or demonstration is a constitutional right (Art. 43 of the Constitution). The order is defined in the Law on gatherings, meetings and manifestations, and every municipal council shall issue an ordinance regulating the details for conducting such events in their country. However, the ongoing protests and counter-protests in Bulgaria have caused debates regarding the mass gatherings out in the open under the Bulgarian Law on gatherings, meetings and manifestations. Entered into force on 2.02.1990, the law does not seem a sufficient answer to the people's expectations for responsiveness to current conditions and dynamic public relations. The present article aims to indicate new practices in the forms of political participation in Bulgaria in 2013.",https://doi.org/10.1515/kbo-2015-0085,
"The association of chronotype, sleep duration and trajectories of health-risk behaviors among college students: a cohort study","Abstract Purpose: To describe the trajectories of health-risk behaviors (HRBs) among college students through four consecutive surveys and explore the relationship between chronotype, sleep duration and different trajectories of HRBs. Methods: We used a data sample of 1,042 college students from the College Student Behavior and Health Cohort Study. Students reported sleep parameters, including chronotype (Morning and Evening Questionnaire-5, MEQ-5) and sleep duration. The behavior scale was used to evaluate four HRBs (smoking, alcohol use, low physical activity, smartphone addiction). The latent class growth analysis (LCGA) was used to estimate the trajectory of self-reported HRBs. Multivariate logistic regression models were used to study whether sleep parameters (chronotype and sleep duration) correlated with HRBs' trajectories. Results: Four unique trajectories of behaviors were identified: unhealthy group (7.4%), increasing group (21.3%), decreasing group (10.3%) and healthy group (61.0%). Compared with the normal sleep, results from logistic regression analyses indicated that long sleep (&gt;9 h) was associated with the decreasing group and the unhealthy group( p &lt;0.05), while short sleep (&lt;7 h) was associated with the increasing group and the unhealthy group( p &lt;0.05). Compared with the M-types, the E-types were positively correlated with the unhealthy group, the increasing group, and the decreasing group ( p &lt;0.05). Conclusion: E-types and aberrant sleep duration (short and long sleep duration) were significantly associated with the trajectory of HRBs. Findings underscore the need for targeted screening and prevention of modifiable sleep behaviors with the aim of improving HRBs in college students.",https://doi.org/10.21203/rs.3.rs-1622136/v1,
A Longitudinal Investigation of the Impact of Operational Deployment on the Psychological Wellbeing of New Zealand Defence Force Service Personnel,"&lt;p&gt;The deleterious impact of combat on psychological wellbeing has been documented as early as 490 B.C. by Greek historians (Bentley, 2005), and researchers continue to delve into this phenomenon today. Published literature in this field largely emanates from the United States and United Kingdom, whilst research from New Zealand is largely absent. The current study seeks to fill this gap with an investigation of the impact of overseas deployment on the psychological wellbeing of New Zealand Defence Force (NZDF) military personnel. This study utilised data from 1410 NZDF military personnel who operationally deployed between 1 July 2015 and 31 October 2016 and completed two questionnaires: (1) immediately following deployment, and (2) six months after returning home. Regression, moderation, mediation, and path model analyses were used to analyse the data. Several key findings were obtained. Firstly, combat stressors, as expected, predicted posttraumatic stress disorder (PTSD) symptoms but surprisingly not psychological distress. PTSD, as expected, predicted distress. Secondly, moderation analysis revealed that experiencing medium to high levels of non-combat stressors in addition to combat stressors was likely to result in exacerbated levels of PTSD symptoms. Thirdly, demographic characteristics such as being in the Navy, being female, and not being in a relationship were all identified risk factors for poorer psychological outcomes (PTSD symptoms and psychological distress), whereas neither ethnicity nor prior deployment experience functioned as risk factors. Lastly, mediation analysis revealed that PTSD partially explained the relationship between combat events and posttraumatic growth, suggesting that PTSD symptomology may prompt military personnel to appraise outcomes from their deployment, and subsequently experience personal growth. Implications of the current research lay in the potential for improvements to be made to the education, training, and support offered by the NZDF to their service personnel.&lt;/p&gt;",https://doi.org/10.26686/wgtn.17134598.v1,
Hidden depths,"This thesis investigated the performance of a class of statistical models, known as finite mixture models, in uncovering hidden classes of subjects following distinct temporal patterns of development. Such models have great utility when a grouping variable is either unknown (such as true disease diagnosis given clinical measurements) or is expensive to measure (a rare genetic marker given an observable trait). By studying potential data conditions and statistical model specifications which could influence the accuracy of uncovering these hidden groups, this thesis strove to increase the applicability of such models in applied research and precision medicine. This is important as the proper identification of hidden classes of temporal development could assist practitioners in the early diagnosis of disease and/or treatments tailored for the individual. To this end, practical guidelines for practitioners to properly employ these models in their research are developed.",https://doi.org/10.26481/dis.20221221gn,
"Housing First, Connection Second: The Impact of Professional Helping Relationships on the Developmental Trajectories of Housing Stability for People Facing Severe and Multiple Disadvantage","Abstract Background . This study sought to establish the impact of professional helping relationships on the developmental trajectories over 24 months of housing stability for 2,141 people facing severe and multiple disadvantage using data from the Housing First controlled trial in Canada. Method: The study used a mixed method design. Latent growth curve and growth mixture models assessed the impact of working alliance across the sample as a whole and within subgroups with different patterns of housing stability. Thematic analysis explored the factors that may affect the quality of working alliances within different subgroups. Results: Three distinct trajectories of housing stability emerged (i.e., Class 1: “sharp, sustained, gradual decline”; Class 2: “hardly any time housed”; Class 3: “high, sustained, and gradual decline”) with professional helping relationships having different effects in each. The analysis revealed structural and individual circumstances that may explain differences among the classes. Conclusions: The findings underscore the role of the relationships, as distinct from services, in major interventions for highly disadvantaged populations, and draws new attention to the temporal patterns of responses to both the quality of relationship and targeted interventions. Keywords: relationships, Housing First, sub-groups, housing stability, severe and multiple disadvantage",https://doi.org/10.21203/rs.3.rs-15643/v1,
Index,"group (ASG) 37, 265-7, 379, 429, 442-3, 444-5, 446 academics, interviews 215-16 Academy of Criminal Justice Studies 3 achievements 360-1 see also strain theory action mobilization, definition 18 action pathways, definition 18 active listening, interviews 215-16 actuarial bias crimes, definition 406 Adams, Catherine Dee 302 adaptation consideration, CARDS terrorism-displacement acronym 156-8 advocacy group data 412-13 ADX, Colorado 514 aerial hijackings 8, 155, 224",https://doi.org/10.1002/9781118923986.index,
Sensation seeking as a predictor of psychopathology in Danish soldiers deployed to Afghanistan,"Identifying methods that enable prediction of psychopathology that results from military service is crucial for individual and mission readiness, and for postdeployment mental health. In the present study, we investigate the relationship between sensation seeking (SS) and posttraumatic stress disorder (PTSD) and between SS and depression. Data from 743 Danish soldiers deployed to Afghanistan in 2009 were collected 6 times: before deployment, during deployment, 1–3 weeks after homecoming, 2 months after homecoming, 7 months after homecoming, and 2.5 years after homecoming. In this study, we did not find a relationship between SS and PTSD, or between SS and depression. The present study does not support previous findings that link SS with psychopathology. The structural environment in the military setting, the extent of exposure and type of stressful situations may play a moderating role. More extreme environments, such as imprisonment and torture, may favor different expressions of SS. Further research should include other factors such as context and the extent and type of traumatic exposure in relation to SS.",https://doi.org/10.1080/08995605.2018.1478544,
Divergence between Adolescent and Parental Perceptions of Conflict in Relationship to Adolescent Empathy Development,"Adolescents’ developing empathy may be associated with the frequency of conflict with parents, as well as the level of agreement between adolescent and parental perceptions of the frequency of such conflicts. This six-year longitudinal study investigated the link between adolescent empathy development and perceptions of the frequency of parent-child conflict, as reported by 467 adolescents (43% female, from age 13) and both parents. First, we investigated heterogeneity in empathy development by identifying classes of individuals with similar developmental trajectories. Adolescents were categorized into high-, average-, and low-empathy classes. Initial differences between these classes further increased from age 13 to 16, particularly for cognitive empathy. To assess the association between empathy and the frequency of conflict, we compared these empathy classes in terms of initial levels and over-time changes in the frequency of adolescent- and parent-reported conflict. Compared to the average- and high-empathy classes, the low-empathy class evidenced elevated conflict throughout adolescence. Furthermore, the low- and average-empathy classes demonstrated temporary divergence between adolescent- and parent-reported conflict from early- to mid-adolescence, with adolescents underreporting conflict compared to both parents. Adolescents’ agreement with parents was moderated by empathy class, while parents were always in agreement with one another. This may suggest that these discrepancies are related to distortions in adolescents’ perceptions, as opposed to biased parental reports. These findings highlight the potential importance of early detection and intervention in empathy deficiencies, and suggest that lower adolescent empathy may indicate elevated family conflict, even if a failure to consider parents’ perspective leads adolescents to underreport it.",https://doi.org/10.31234/osf.io/ny43t,
Group-Based Trajectory Modelling (GBTM) To Assess the Effect of Medication Adherence on Health-Related Outcomes: A Protocol for A Systematic Review,"Abstract Background: The Group-based trajectory modelling (GBTM) method is increasingly used in pharmacoepidemiologic studies to describe medication adherence trajectories over time. However, assessing the effects of these medication adherence trajectories on health-related outcomes remains challenging. The purpose of this review is to describe studies assessing the effects of medication adherence trajectories estimated by the GBTM method on health-related outcomes. Methods: We will conduct a systematic review according to the recommendations of the Preferred Reporting Items for Systematic Review and Meta-analysis (PRISMA) guidelines. We will search in the following databases: PubMed, Embase, PsycINFO, Web of Science, CINAHL, and Cochrane database up to April 1st, 2021. Two reviewers will independently select articles and extract data. Discrepancies at every step will be resolved through discussion, and consensus will be reached for all disagreed articles. A third reviewer will act as a referee if needed. We will use tables to synthesize the modalities used to estimate medication adherence trajectories and the effect of adherence trajectories on health-related outcomes. We will identify the types of health-related outcomes studied and how they are defined, the statistical models used, the effect measure yield, and how medication adherence trajectories have been incorporated in the model. We will also review the limitations and biases reported by the authors and their attempts to mitigate them. We will provide a narrative synthesis. Discussion: This review will provide a clear view of the strategies and methods used in medication adherence research to estimate the effects of adherence trajectories on different health-related outcomes. A thorough exploration of how GBTM is used for this specific purpose could represent the first crucial steps towards optimizing the utilization of this method in adherence studies. Systematic review registration: Prospero CRD42021213503.",https://doi.org/10.21203/rs.3.rs-565670/v1,
Associations Between Developmental Timing of Child Abuse and Conduct Problem Trajectories,"Abstract Background Although there is strong evidence for a relationship between child maltreatment and conduct problems, associations between child abuse experienced at different developmental stages and developmental trajectories of conduct problems have not been examined. We sought to investigate effects of timing of child abuse on conduct problem trajectories in a large UK-based birth cohort study. Methods We applied latent class growth analysis to identify conduct problem trajectories in the Avon Longitudinal Study of Parents and Children, using parent-rated conduct problems from ages 4-17 years ( N =10648). Childhood-only and adolescence-only abuse, in addition to abuse in both developmental periods (‘persistent’ abuse), were assessed by retrospective self-report at age 22 years ( N =3345). Results We identified four developmental trajectories: early-onset persistent (4.8%), adolescence-onset (4.5%), childhood-limited (15.4%), and low (75.3%) conduct problems. Childhood-only abuse and ‘persistent’ abuse were associated with increased odds of being on the early-onset persistent and adolescence-onset conduct problem trajectories compared to the low conduct problems trajectory. Adolescence-only abuse was not predictive of trajectory membership. There were no associations between abuse and childhood-limited trajectory membership. Conclusions Early-onset persistent and adolescence-onset conduct problems showed similar patterns of associations with abuse exposure, challenging developmental theories that propose qualitative, as opposed to quantitative, differences in environmental risk factors between these trajectories. The results also highlight that childhood-only and ‘persistent’ abuse were more strongly linked to elevated conduct problem trajectories than adolescence-only abuse, and that ‘persistent’ abuse is particularly detrimental.",https://doi.org/10.21203/rs.3.rs-60834/v1,
Predicting relationship change across the transition to parenthood: Resources and risk factors,"This dissertation investigates how parents’ romantic relationship changes across the transition to parenthood. Using two longitudinal datasets (N = 109 and N = 210 couples) it aims to identify pre-pregnancy and prenatal strengths and vulnerabilities that predict adaptation to, and relationship quality change across, the transition to parenthood up to ... read more several years post-partum. The first study examined positive relationship processes as resources that predict parent’s adaptation to parenthood. The second studied pre-pregnancy happiness as a resource that predicts changes in relationship commitment across the transition to parenthood. The third and fourth studies explored the existence of subgroups in changes in relationship satisfaction, and resources and risk factors as predictors of subgroup membership. The results show that parents with higher levels of resources and lower levels of risk factors fare better across the transition to parenthood in terms of relationship satisfaction, commitment, and adaptation. The predictive power of pre-pregnancy and prenatal factors suggest that childbirth does not create sudden changes in the relationship, but intensifies pre-existing strengths and weaknesses in the relationship. In addition, the results show that parents are a diverse group with unique patterns of change across the transition to parenthood. The majority of parents reported stable relationship satisfaction across the transition to parenthood, while only small subgroups experienced a (strong) decline in satisfaction. The results suggest that early detection of at-risk parents is possible, and this implies that that the efficacy of interventions might be improved by focusing on these parents and increasing their personal and relational resources. show less",https://doi.org/10.33540/816,
Assessing Phenotypic and Polygenic Models of ADHD to Identify Mechanisms of Risk for Longitudinal Trajectories of Externalizing Behaviors,"Background: Children with ADHD frequently engage in higher rates of externalizing behaviors in adulthood relative to children without. However, externalizing behaviors vary across development, and not all children with ADHD will go on to exhibit externalizing behaviors as adults. Furthermore, little is known about how this risk unfolds across development. Phenotypic and polygenic models of childhood ADHD were used to predict individual differences in adult externalizing trajectories. Supportive parenting, school connectedness, and peer closeness were then examined as causal mechanisms. Methods: Data were from the National Longitudinal Study of Adolescent to Adult Health (N=7,674). Externalizing behavior was measured using data from age 18-32 and modeled using latent class growth analysis. Child ADHD was measured using retrospective self-report (phenotypic model) and genome-wide polygenic risk scores (polygenic model). Multiple mediation models examined the direct and indirect effects of the phenotypic and polygenic models (separately) on externalizing trajectories through the effects of adolescent supportive parenting, school connectedness, and peer closeness.Results: Phenotypic and polygenic models of ADHD were associated with being in the High Decreasing (3.2% of sample) and Moderate (16.1%) adult externalizing trajectories, but not the severe Low Increasing trajectory (2.6%), relative to the Normal trajectory (78.2%). Associations between both models of ADHD on the High Decreasing and Moderate trajectories were mediated through the effects of school connectedness, but not supportive parenting or peer closeness. Conclusions: Findings shed light on how childhood ADHD affects downstream psychosocial processes that then predict specific externalizing outcomes in adulthood. They also reinforce the importance of fostering a strong school environment for adolescents with (and without) ADHD, as this context plays a critical role in shaping the development of externalizing behaviors in adulthood.",https://doi.org/10.31219/osf.io/z2hng,
"A Scoping Review of Children, Empowerment, and Smartphone Technology Regarding Social Construction Theory with the Aim of Increasing Self-Direction in Democracies","Children are Dependents in a version of social construction theory regarding their inability to self-direct their behavior in democratic society. In this regard, childhood represents a lack of self-direction, a life period when people require the guidance and protection of adults. The assumed necessity of adults supervising children in democracies necessitates substantial social resources, reducing the self-direction of those charged with overseeing children. Given that self-direction defines the optimal experience of people within a democratic society, finding ways to increase the self-direction of children is an individual and a social benefit. In this regard, smartphones have improved self-direction in children. How children have become empowered to self-direct their lives with smartphone use considering social construction theory—as Advantaged, Contenders, or Deviants—is the focus of a scoping review conducted on “children, empowerment, smartphones” of the following databases: OVID, JSTOR, ProQuest, PubMed, Scopus, and Web of Science. The result is that children permitted to self-direct their activities aided by smartphone technology have comparable social behavior to adults positioned as Advantaged, Contenders, or Deviants, and as such, they should be encouraged to utilize smartphone technology to improve their self-direction, as doing so will augment individual and caregiver self-direction, providing increased social benefit.",https://doi.org/10.3390/socsci13040196,
Trajectories of children’s intrusive grief and association with baseline family and child factors and long-term outcomes in young adulthood,"Abstract This study reports on the description of children’s distinct trajectories of intrusive grief, baseline predictors of grief trajectories, and the association of grief trajectories with mental health, substantive abuse and disordered grief six and fifteen years following baseline assessment. The study uses data on 244 parentally-bereaved children ages 8–16 at baseline. Four distinct trajectories were identified using Growth Mixture Modeling over four waves of assessment across 6 years. The trajectories were labeled high chronic grief, moderate chronic grief, grief recovery (starts high but decreases over 6 years of assessment) and grief resilience (chronic low grief). Baseline factors associated with chronic high or moderate chronic levels of grief included depression, traumatic cause of death (homicide or suicide), active inhibition of emotional expression, active coping, child age and gender. At the six-year assessment, trajectories were associated with internalizing mental health problems, higher level of traumatic grief, and aversive views of the self. At the fifteen-year assessment, trajectories were associated with intrusive grief. The results are interpreted in terms of consistency with prior evidence of children’s long-term grief, theoretical processes that may account for chronic grief and implications for the development of preventive and treatment interventions.",https://doi.org/10.1017/s0954579424001834,
The role of prenatal violence exposure in the development of disparities in children's adiposity from birth to middle childhood,This study examined whether women's exposure to multiple types of violence during childhood and pregnancy was associated with children's BMI trajectories and whether parenting quality moderated those associations.,https://doi.org/10.1002/oby.23794,
Health and Wellbeing Cohort Study of Serving and Ex-Serving UK Armed Forces Personnel: Phase 4 Protocol,"Abstract Introduction This is the fourth phase of a longitudinal cohort study (2022-2023) to investigate the health and wellbeing of UK serving (Regulars and Reservists) and ex-serving personnel (veterans) who served during the era of the Iraq and Afghanistan conflicts. The cohort study was established in 2003 and has collected data over three previous phases including Phase 1 (2004-2006), Phase 2 (2007-2009) and Phase 3 (2014-2016). Methods and analysis Participants are eligible to take part if they completed the King’s Centre for Military Health Research (KCMHR) Health and Wellbeing Cohort Study at Phase 3 (2014-2016) and consented to be recontacted. Participants meeting these criteria will be recruited through email, post, and text message to complete an online or paper questionnaire. The study provides a fourth phase of quantitative longitudinal data on this cohort. Data are being collected between January 2022 and September 2023. Health and wellbeing measures used in Phase 4 include measures used in previous phases that assess common mental disorders (CMD), post-traumatic stress disorder (PTSD) and alcohol misuse. Other areas of interest assess multiple symptom illness, employment, help-seeking, and family relationships. New topics include the impact of the British withdrawal from Afghanistan in 2021, Complex-PTSD (C-PTSD), illicit drug use, gambling, and loneliness. The main analyses will compare mental health status according to deployment experiences and serving status (serving or ex-service) reporting prevalences with 95% Confidence Intervals (CI), and Odds Ratios (ORs) with 95% CI. Analyses will describe the effect size between groups deployed to Iraq and/or Afghanistan or not deployed, and those who are currently in service versus ex-service personnel respectively. Multivariable logistic and multiple linear regression analyses will be conducted to assess various health and wellbeing outcomes and associations with risk and protective factors, adjusting for potential confounders. Ethics and dissemination Ethical approval has been granted by the Ministry of Defence Research Ethics Committee (Ref: 2061/MODREC/21). Participants are provided with information and agree to a series of consent statements before taking part. Data are kept on secure servers and in locked cabinets/offices, with access to personally identifiable information limited. Findings will be disseminated to UK Armed Forces stakeholders and international research institutions through stakeholder meetings, project reports and scientific publications. Strengths and limitations of this study Strengths of this study include the original cohort recruitment from a random, representative sample of UK service personnel. Strengths also include recruitment from a cohort where underlying characteristics are known and longitudinal data are held on their health and wellbeing. The study has maintained validated and harmonised health and wellbeing measures across phases, whilst including new areas relevant to the cohort’s current experiences. This study will provide continued longitudinal data on this Armed Forces cohort. Study limitations include recruitment from a specific cohort; hence the study cannot comment on older era cohorts or those who joined the Armed Forces more recently.",https://doi.org/10.1101/2023.08.17.23294221,
Initial engagement and persistence of health risk behaviors through adolescence: longitudinal findings from urban South Africa,"Abstract Background: Little is known about longitudinal patterns of adolescent health risk behavior initial engagement and persistence in low- and middle-income countries. Methods: Birth to Twenty Plus is a longitudinal birth cohort in Soweto-Johannesburg, South Africa. We used reports from Black African participants on cigarette smoking, alcohol, cannabis, illicit drug, and sexual activity initial engagement and adolescent pregnancy collected over 7 study visits between ages 11 and 18 y. We fit Kaplan-Meier curves to estimate behavior engagement or adolescent pregnancy, examined current behavior at age 18 y by age of first engagement, and performed a clustering analysis to identify patterns of initial engagement and their sociodemographic predictors. Results: By age 13 y, cumulative incidence of smoking and alcohol engagement were each &gt;21%, while the cumulative incidence of other behaviors and adolescent pregnancy were &lt;5%. By age 18 y (15 y for cannabis), smoking, alcohol, and sexual activity engagement estimates were each &gt;65%, cannabis and illicit drug engagement were each &gt;16%; adolescent pregnancy was 31%. Rates of engagement were higher among males. Current risk behavior activity at age 18 y was generally unrelated to age of initial engagement. We identified three clusters reflecting low, moderate, and high-risk patterns of initial risk behavior engagement. One-third of males and 17% of females were assigned to the high-risk cluster. Sociodemographic factors were not associated with cluster membership. Conclusions: Among urban dwelling Black South Africans, risk behavior engagement across adolescence was common and clustered into distinct patterns of initial engagement which were unrelated to the sociodemographic factors assessed. Patterns of initial risk behavior engagement may inform the timing of primary and secondary public health interventions and support integrated prevention efforts that consider multiple behaviors simultaneously.",https://doi.org/10.21203/rs.3.rs-17353/v3,
Realistic Reintegration After Imprisonment. A Sequence Analysis of the Labour Market Paths of Recently Incarcerated Individuals,"Abstract Instead of focusing on the transition to work as an indicator of social integration after imprisonment, this study approaches reintegration as a process. The labour market paths of Dutch men were mapped using the number and type of transitions, their duration and order in the first four post-prison years. To identify seven clusters with diverse labour market paths, a distinction was made between various active labour market statuses (in school, employed) and passive labour market statuses (regular benefits, disability benefits, no formal income, detained). Characteristic of most clusters is that individuals experienced few transitions during the follow-up and spent little time in employment or in prison. These findings raise the question whether popular definitions of successful reintegration after imprisonment are realistic and point towards alternative definitions.",https://doi.org/10.1093/bjc/azae052,
Shanghai Community-Based Schizophrenia Cohort (SCS): a protocol for establishing a longitudinal cohort and research database of patients with schizophrenia receiving community-based mental health treatment,"Drivers for remission, relapse and violence-related behaviour among patients with schizophrenia are the most complicated issue. This study aims to recruit a longitudinal cohort of patients with schizophrenia. Two suburban districts and two urban districts were randomly selected according to health service facilities, population, geographical region and socioeconomic status. Individuals (>18 years old) who received a diagnosis of schizophrenia following the International Classification of Diseases (10th edition) criteria within the past 3 years will be invited as participants. Assessments will be carried out in local community health centres. Data will be used to (1) establish a community-based schizophrenia cohort and biobank, (2) prospectively determine the course of multidimensional functional outcomes of patients with schizophrenia who are receiving community-based mental health treatment, and (3) map the trajectories of patients with schizophrenia and prospectively determine the course of multidimensional outcomes based on the differential impact of potentially modifiable moderators. The study has been reviewed and approved by the Human Research Ethics Committee of Shanghai Mental Health Center (2021-67). Results of the study will be disseminated through peer-reviewed journals. If effective, related educational materials will be released to the public.",https://doi.org/10.1136/bmjopen-2023-079312,
